Temperature (Â°C),Rainfall (mm),Humidity (%),Soil Type,Weather Condition,Crop Type,Yield (tons/hectare)
22.49080237694725,185.13292883861965,53.0852841867953,Sandy,Sunny,Barley,2.8189366766656745
34.01428612819832,541.9009473783582,52.348939953599995,Loamy,Sunny,Corn,8.014166301463824
29.6398788362281,872.9458358764083,85.31272902605184,Peaty,Rainy,Wheat,9.24986815548111
26.973169683940732,732.2248864095612,52.477309992475305,Sandy,Sunny,Soybeans,7.947481391649555
18.12037280884873,806.5611478614497,53.59748630643155,Clay,Stormy,Barley,6.262616299211154
18.119890406724053,658.7833667107174,77.96991312089818,Sandy,Rainy,Soybeans,8.885342574311082
16.161672243363988,692.2765645178524,62.486992122527,Sandy,Sunny,Wheat,7.55934703825206
32.3235229154987,849.1956515653193,78.83552784775907,Clay,Rainy,Corn,2.084408979601519
27.022300234864176,249.66800885918593,43.26830787821926,Silty,Cloudy,Soybeans,5.152721222196025
29.16145155592091,489.4249636431405,64.37855968366921,Silty,Rainy,Rice,8.8076151952544
15.411689885916049,221.20944181960223,41.680680009164135,Loamy,Rainy,Barley,4.766870863802154
34.39819704323989,987.668007996647,43.13266017276773,Loamy,Cloudy,Soybeans,2.281721388204188
31.648852816008436,944.0593396866133,85.32187266722055,Silty,Stormy,Barley,7.9694371084181785
19.246782213565524,39.426811368505895,46.96226855587976,Peaty,Sunny,Rice,8.416306162262948
18.636499344142013,705.5751725156885,66.62103411376086,Sandy,Cloudy,Corn,3.2847495603464685
18.668090197068675,925.2483174156658,60.554780130035326,Peaty,Rainy,Corn,6.2987239747454495
21.084844859190753,180.57534512733352,57.36716631294213,Sandy,Sunny,Rice,3.535643511965806
25.495128632644757,567.9452305526295,84.99166728436361,Silty,Cloudy,Barley,7.753875352353174
23.638900372842315,915.4882975880419,41.091169838774476,Loamy,Sunny,Soybeans,4.172403641419885
20.824582803960837,33.94597858579884,73.18948430877946,Loamy,Sunny,Rice,4.5297209805066405
27.237057894447588,697.4202672468399,88.16972171067752,Peaty,Cloudy,Wheat,8.75976682912081
17.789877213040835,297.3490073725508,68.0084091730921,Loamy,Sunny,Barley,5.810578817655235
20.842892970704362,924.3961953765304,86.84112310165459,Silty,Stormy,Corn,7.358035609745983
22.327236865873836,971.0582451653678,42.612893964301186,Peaty,Cloudy,Rice,5.218984405779741
24.12139968434072,944.2664891134339,60.93966595370807,Sandy,Stormy,Corn,4.384054857550043
30.703519227860273,474.2142166574638,53.007889548102554,Loamy,Rainy,Barley,7.003824483397291
18.993475643167194,862.0426509893134,76.54104824903649,Clay,Sunny,Corn,3.2388605926305702
25.284688768272233,844.5493985350704,89.06485452486234,Loamy,Rainy,Rice,4.983998684534904
26.848291377240848,319.10047324325564,52.82650312221239,Sandy,Rainy,Barley,3.672296299087378
15.929008254399955,828.9154741506774,72.70873007370372,Peaty,Sunny,Wheat,7.566359735525964
27.150897038028766,37.00763471549262,49.904881637987,Sandy,Cloudy,Rice,9.55367070676886
18.41048247374583,596.2698784820531,68.2665127285805,Clay,Sunny,Soybeans,9.964087744126932
16.30103185970559,230.00883728770305,63.19662433441681,Silty,Rainy,Rice,5.602214483532726
33.977710745066666,120.56688577727881,88.60026648157685,Loamy,Rainy,Barley,4.020243117091556
34.31264066149119,76.95320162920916,70.42636363482333,Peaty,Cloudy,Rice,5.542634963074593
31.16794696232922,696.2887758781397,57.47531860434094,Silty,Sunny,Wheat,8.77815527970179
21.092275383467413,339.87496376806615,45.704789244396665,Sandy,Rainy,Wheat,3.648045428416319
16.95344228012768,724.7667715287614,47.56234143674673,Peaty,Stormy,Soybeans,9.61676521322339
28.684660530243136,65.35634079894237,51.26584649756175,Silty,Rainy,Corn,4.734926150385208
23.803049874792027,315.2903378306103,52.5483330670149,Peaty,Rainy,Barley,9.886429275602438
17.440764696895577,539.4912923753373,82.5308028920569,Clay,Cloudy,Barley,8.708871100271697
24.903538202225405,790.7231648389635,68.06113941412625,Clay,Stormy,Corn,8.468564273179123
15.687770422304368,318.7525029320699,66.16954556871832,Loamy,Rainy,Wheat,4.543237390186269
33.186408041575646,625.8913764370091,45.73844359346087,Loamy,Rainy,Wheat,2.0702176955834357
20.17559963200034,885.9777482361872,83.00698466747176,Clay,Stormy,Rice,5.057063270607903
28.25044568707964,615.8631881823046,76.14071516042418,Peaty,Sunny,Soybeans,4.414474957301549
21.23422152178822,232.95947475363377,43.38341809500008,Clay,Sunny,Soybeans,2.2991759232703783
25.401360423556216,24.40078155653802,75.39175486148844,Loamy,Rainy,Soybeans,6.042922052047437
25.934205586865595,870.0988739009299,67.1769108671323,Clay,Rainy,Rice,5.224250490261893
18.69708911051054,21.26941085038714,44.08626728733891,Clay,Sunny,Soybeans,7.076451741932198
34.39169255529117,874.7016726841994,62.91503207643282,Peaty,Cloudy,Corn,6.969490577552666
30.50265646722229,528.937134027212,64.23481435650234,Silty,Stormy,Rice,2.965973087173441
33.78997883128378,939.0676985128962,48.28872700816379,Loamy,Stormy,Corn,9.81572436901298
32.89654700855297,798.7832357736654,87.28490735001412,Peaty,Cloudy,Rice,3.4954514355315753
26.957999576221702,997.9341105333375,82.4987685740331,Clay,Cloudy,Soybeans,5.5621921981176365
33.437484700462335,350.71181545171015,73.45111686645541,Clay,Cloudy,Corn,5.904940347469879
16.76985004103839,767.1882889311269,63.11477805003036,Silty,Cloudy,Corn,8.50450237771296
18.919657248382904,401.93091360924217,60.58827707922542,Loamy,Cloudy,Corn,2.793836768757174
15.90454577821076,479.8756203039088,72.5486733575477,Loamy,Cloudy,Rice,5.429154233668254
21.506606615265287,627.5054632183701,67.27159347034527,Sandy,Stormy,Barley,7.028017361889631
22.77354579378964,873.6771141863387,43.11365529409428,Loamy,Cloudy,Soybeans,3.7212449729924444
20.426980635477918,984.0834691992951,65.62513243851659,Silty,Sunny,Corn,7.019743190128582
31.57475018303859,768.2734138645181,80.32018086164197,Sandy,Cloudy,Barley,9.389318700397222
22.135066533871786,417.76678216733376,62.9619938798479,Sandy,Cloudy,Soybeans,9.980145049381399
20.618690193747614,421.3570022770702,42.59782887771342,Clay,Stormy,Soybeans,2.2596086143254057
25.853921663164968,737.5823015888915,79.31390996920166,Clay,Stormy,Corn,3.88470582595742
17.818484499495252,238.77714576830235,50.06818910679872,Loamy,Cloudy,Corn,4.48245692633358
31.043939615080795,110.47411313139466,52.93104174440194,Sandy,Stormy,Rice,5.193008803559729
16.491012873595416,354.62215764077655,48.235317671614794,Clay,Rainy,Barley,3.938057260678139
34.73773873201034,287.23899165408176,56.51075324357488,Silty,Stormy,Barley,3.6279039564425
30.444895385933147,296.3081204559901,77.83757528443175,Clay,Stormy,Corn,9.63643073934
18.974313630683447,233.60775104990995,65.96929297519686,Clay,Stormy,Soybeans,9.348172822164143
15.110442342472048,42.093189636361885,50.24406370753563,Sandy,Stormy,Corn,2.3759400080249398
31.309228569096682,17.87393473341381,83.89150390760204,Sandy,Sunny,Soybeans,4.710504172838785
29.137146876952343,987.7223897360316,83.97909274757646,Peaty,Sunny,Soybeans,5.241188429427253
29.580143360819747,427.77313373586236,83.52892125230034,Silty,Sunny,Corn,3.912116277327547
30.425406933718914,384.32664715968167,51.93981056907697,Sandy,Cloudy,Wheat,7.030983175905404
16.480893034681806,679.6472826930699,62.561967209049406,Loamy,Cloudy,Barley,7.123045973153928
22.169314570885454,218.25388786506417,89.24948280704376,Silty,Rainy,Soybeans,8.804033826628777
17.317381190502594,949.9611839502253,78.60062381549952,Silty,Sunny,Soybeans,7.926954147081743
32.26206851751187,786.3450144155521,41.35837106127799,Sandy,Cloudy,Wheat,6.340586615727645
27.46596253655116,89.41100231225951,43.2602295630246,Silty,Stormy,Rice,7.228694160355359
21.617960497052984,417.58077578492833,63.196568840616635,Sandy,Stormy,Wheat,4.191910252344145
16.27116700572047,879.1183075621647,85.461010293078,Clay,Sunny,Wheat,6.744449519738861
21.219646434313244,944.7320222914103,66.93508989763572,Peaty,Rainy,Soybeans,5.913818037999354
21.503666440534943,467.4015112498697,64.89062540171452,Clay,Rainy,Barley,3.066755738530963
29.59212356676128,613.4113892107077,45.27368499783153,Sandy,Stormy,Wheat,3.940354212663766
27.751149427104263,167.0339460920752,72.8390052362147,Sandy,Rainy,Rice,4.333547605772688
32.744254851526534,991.1686261369765,81.10515803001127,Clay,Sunny,Corn,9.394476536420463
24.444298503238986,231.6717013834434,59.021000375378115,Loamy,Stormy,Wheat,3.8430931150871155
17.391884918766035,942.7317741351256,78.78059254626638,Loamy,Cloudy,Wheat,4.313951222557345
29.2648957444599,649.6466489923685,88.22383269504058,Loamy,Cloudy,Rice,4.954833040715458
30.21570097233795,607.7367948788591,50.188322956384454,Sandy,Rainy,Barley,7.309941909003096
26.225543951389923,512.6885110165086,66.16648155973706,Silty,Stormy,Wheat,2.945907139777124
30.41934359909122,230.66981171775868,54.356897904228774,Sandy,Stormy,Wheat,9.631561699950208
24.875911927287817,176.52803200550827,79.64272095169197,Silty,Cloudy,Barley,8.924569760758116
25.45465658763988,220.48620907017536,68.87966829405788,Clay,Stormy,Rice,6.617728584071601
23.550820367170992,186.4382621442545,71.72912087751519,Peaty,Stormy,Wheat,7.392302939399654
15.508382534881903,779.5844735667533,79.8957079807947,Silty,Stormy,Barley,2.133283769953728
17.157828539866088,350.1252591667301,59.79852363312274,Loamy,Rainy,Wheat,4.7115582027875895
15.628583713734685,57.84267656339637,85.75450342035217,Sandy,Stormy,Corn,8.365281845291536
27.72820822527561,969.1026301408114,66.65144336230699,Clay,Sunny,Soybeans,2.619863790339087
21.287119621526536,883.7858849634257,47.8977411417674,Loamy,Rainy,Corn,4.258510673685762
25.171413823294056,927.752283195213,74.79495590844013,Clay,Stormy,Wheat,6.68237462667449
33.15132947852186,994.9078226464353,79.66306752191272,Peaty,Stormy,Rice,4.0513042215915345
19.9858445829775,173.89524921948728,55.83808385337633,Sandy,Sunny,Soybeans,9.471823793156155
23.207658460712594,396.24201890265874,82.85896284993765,Sandy,Rainy,Corn,3.048469046434323
30.111022770860973,758.2384757040913,85.30716273828833,Peaty,Cloudy,Barley,8.37915486326223
19.57596330983245,696.0206180537922,53.84522436889045,Sandy,Cloudy,Rice,6.063589535251266
16.53959819657586,153.89590633985506,89.1760736357611,Silty,Rainy,Corn,8.002646206559648
20.79502905827536,815.8331249906178,47.03557640243792,Clay,Stormy,Barley,4.4857226264915795
18.22442574508009,224.44057183666067,50.1007834201245,Loamy,Stormy,Wheat,6.11591681849631
33.59395304685146,223.81761482262309,49.21124196190131,Peaty,Cloudy,Barley,8.854682797785411
31.16240759128834,536.9744228934136,84.69948550039352,Silty,Cloudy,Corn,5.735024792984835
27.66807513020847,592.9399348417031,72.7146276162481,Loamy,Cloudy,Corn,4.877758895282157
32.429211803754356,580.0862078378112,47.60521416111364,Loamy,Sunny,Wheat,6.2892430900218885
31.07344153798229,91.48683739775487,62.016170918417444,Peaty,Cloudy,Barley,7.738902024290935
18.731401177720716,877.4608626303803,70.76490125349011,Silty,Sunny,Barley,5.548506763988022
32.85117996979956,265.60004258870606,44.173204249469165,Loamy,Rainy,Wheat,9.511015801138184
25.786844838313016,129.51492128280418,84.12081842036693,Loamy,Stormy,Barley,4.359566592338736
31.14880310328125,888.7480798689772,80.18017677207675,Silty,Cloudy,Wheat,5.803708849352963
32.92182599846986,955.6514982297533,65.26033867883191,Sandy,Stormy,Rice,8.055421274731533
21.360069499437277,862.1276172654506,88.35633076295852,Loamy,Stormy,Corn,7.512968723966066
17.201038490553536,809.5160747248781,60.88804896375498,Clay,Cloudy,Rice,8.90912841933725
19.558703250838832,655.2419806390217,89.20551595182489,Silty,Cloudy,Soybeans,9.974473445448872
23.542155772525128,550.8573706091393,73.39599994018135,Loamy,Rainy,Soybeans,5.4148666303607165
31.36029531844986,86.98675991141013,71.73356366269707,Peaty,Sunny,Soybeans,2.8892070382664947
32.21461166512687,408.4532130706987,48.29774476478925,Clay,Sunny,Wheat,2.243327046463744
15.139042610623815,372.688517012314,84.0963879152322,Loamy,Stormy,Barley,7.815015249118173
25.214946051551316,259.7537837603262,61.37448439603076,Clay,Cloudy,Rice,8.992109370469725
23.348220062975578,723.4201136885849,48.111670289123964,Clay,Rainy,Rice,3.7657006875553494
19.442156209414605,495.8757350787708,40.630375998787954,Sandy,Rainy,Rice,3.2675842975192477
17.397307346673657,81.04621590764793,67.98778418191912,Clay,Rainy,Rice,2.497640732205528
21.75230342807256,220.18320194981135,66.36998110613382,Sandy,Rainy,Soybeans,8.581623373737651
33.858194078250385,683.258763659596,75.96768111845793,Silty,Rainy,Rice,4.491055519140675
21.464058640415104,76.13085949030018,84.51290265089011,Sandy,Sunny,Barley,5.213575142078212
25.37581243486732,851.2069140487687,43.97032923215148,Peaty,Sunny,Soybeans,6.0220015328768985
29.060379177903556,495.1465270139743,76.57482451701811,Loamy,Sunny,Rice,8.715625873676405
22.27259204758588,480.586577326648,49.37059720487911,Silty,Cloudy,Wheat,7.2066657724918795
34.435641654419214,592.4077846595176,82.9088526578582,Silty,Stormy,Corn,6.92051703886249
34.24894589884222,824.6809659251492,80.95317569308281,Peaty,Rainy,Corn,3.4053767996472857
20.035645916507285,347.80920790219307,67.03968774927722,Sandy,Cloudy,Corn,6.105519133678638
24.94497011784771,678.0161525590636,75.51213993116558,Loamy,Rainy,Soybeans,7.723048137429242
21.017566196335395,565.731963995791,55.717505659187424,Sandy,Sunny,Rice,9.786087064243933
20.696809887549353,267.0282701694213,63.55839494664073,Clay,Cloudy,Soybeans,3.611250473706818
15.737738947090655,878.6299863551579,81.08184488552358,Sandy,Sunny,Barley,2.076346824537813
27.191286679597937,797.4260216069281,62.96325985866069,Silty,Rainy,Wheat,2.602411468787758
25.05358046457723,658.4518346584255,57.88991326627209,Loamy,Rainy,Wheat,5.006819721455834
16.029575024999787,850.581729094242,64.710622362515,Sandy,Stormy,Corn,8.564357181967896
20.57292928473223,867.2942009598023,81.41246262186093,Loamy,Rainy,Corn,2.0571366541459604
33.165317719333075,708.3629767150347,56.76040236854364,Loamy,Sunny,Corn,5.653844743086722
19.79123781333945,837.013328363672,48.68807965678719,Clay,Rainy,Rice,4.633844922731156
17.897897441824462,697.4714616692836,75.60070101653903,Clay,Stormy,Barley,2.4198536807978206
24.78905520555126,680.1407717603004,81.2989106354041,Silty,Stormy,Barley,5.601890293380938
34.71300908221201,618.6113782151843,45.031873926176665,Peaty,Sunny,Barley,4.037989658693751
19.84110543023001,752.7166395576412,51.993705637797234,Loamy,Cloudy,Barley,4.815078674776052
28.442710948117572,158.6051052930737,47.09859948804969,Peaty,Rainy,Corn,7.644922438274344
30.23239230657435,880.8707591989285,57.39707057910833,Silty,Stormy,Wheat,6.172407871287737
19.752750879847994,871.843527745232,62.51754894527063,Loamy,Rainy,Corn,2.9971794319425067
29.56432697223719,29.247283034559146,77.44131684816531,Loamy,Rainy,Barley,9.691316323389113
22.355662654385064,825.8167505647626,72.5573792440837,Peaty,Cloudy,Corn,7.087286125677907
27.64611661187159,128.8698674734452,71.04642837392156,Sandy,Stormy,Barley,8.126947405300253
27.670594215217896,335.11885425914187,57.61874733048272,Clay,Rainy,Soybeans,2.6337052000669665
25.71549368149517,743.5082562916077,82.072377654238,Sandy,Stormy,Wheat,2.376467035680151
16.805795401088165,160.7598960483082,63.56435836990823,Peaty,Sunny,Soybeans,2.1555844029446494
31.70604991178476,817.9670241190622,88.95524690075773,Clay,Sunny,Rice,3.5103522221875556
21.415601299434716,832.1341779577419,71.70710691478683,Sandy,Rainy,Corn,5.315267181747961
18.730370207997083,507.4677337608362,46.313237078225136,Clay,Stormy,Rice,9.486609067222583
15.815502831095278,6.38587171683358,73.80887810377169,Loamy,Rainy,Corn,5.65647727412621
26.817858863764837,287.0381331749128,56.25520077158495,Sandy,Stormy,Soybeans,4.322040842980235
28.55128723684565,616.9269183757422,74.31635983430488,Clay,Stormy,Barley,6.495482028157307
15.331756578557123,981.1861780274235,43.48205740812028,Clay,Cloudy,Barley,2.895476625078314
25.24186116598562,631.8135270166683,48.744071858797966,Clay,Cloudy,Corn,6.876047128039866
19.529915503958758,259.8035810641598,82.78686294528931,Sandy,Cloudy,Barley,6.5474556346440265
27.903455808188998,634.0057030996113,51.358977851175744,Silty,Rainy,Soybeans,8.335944267245678
18.487328580099827,539.9853797158555,81.852056262147,Sandy,Cloudy,Barley,9.893500892936192
28.81875476204932,779.8453951511436,53.96380442272052,Peaty,Cloudy,Soybeans,4.006987773728884
22.734706926010748,106.98063882695841,72.14409550293539,Sandy,Sunny,Rice,6.077251606430085
33.73459977473469,761.027902502028,74.70752867549155,Clay,Stormy,Soybeans,9.270923250552029
17.750418882919867,541.2665786761103,65.63273765725265,Loamy,Stormy,Wheat,8.28151907538273
21.82132702100517,962.9920038589946,55.26553383483656,Sandy,Cloudy,Wheat,5.899250424806461
17.269470424811782,341.8721660386861,50.632218818554804,Sandy,Stormy,Wheat,9.562973196918222
33.49387236557126,632.6218931339481,41.659467728121314,Clay,Sunny,Corn,2.457893548134475
32.54678706761962,932.0281055100174,55.19732006203619,Loamy,Sunny,Corn,9.447988957700673
20.15883255430311,102.50972799067925,72.65813952656416,Loamy,Cloudy,Corn,2.4040591390624524
28.19968092068358,937.2284872364511,86.91524092242413,Peaty,Sunny,Soybeans,6.378437952917475
31.344444004024318,687.8857223008133,83.5602241131526,Sandy,Stormy,Corn,9.123527584008686
26.10401623198925,67.8370591051719,78.30323882676512,Loamy,Rainy,Rice,4.101767548490423
25.59301156712013,300.96356694681623,79.42236716266493,Loamy,Stormy,Wheat,5.777987991561268
19.837045818009035,708.1720886452816,73.24924517379976,Silty,Rainy,Soybeans,4.594631033095733
16.862055356117985,67.3506014687717,53.01434287830015,Silty,Cloudy,Wheat,9.61715133661081
32.944315159066534,582.1704601762733,85.3597515352915,Loamy,Rainy,Corn,8.589164758024726
33.00836114326661,345.88305695295674,73.53661559529169,Peaty,Sunny,Soybeans,7.6720120906110365
27.66202914546536,620.9155177674771,68.02203154902199,Loamy,Stormy,Barley,6.70101589292087
21.780595820974014,45.74203381251285,45.54947346067405,Clay,Rainy,Rice,8.564734314593185
21.984191492253217,871.5368061523762,62.35277719032127,Sandy,Stormy,Corn,5.138136332188377
29.519113577404788,973.4889691773969,63.01791356009632,Peaty,Cloudy,Corn,5.580414840848495
32.94220519905154,968.8778552856915,83.2281804761335,Clay,Cloudy,Rice,7.840013768646892
32.741728485302346,749.6518317429247,67.33241100938943,Peaty,Sunny,Rice,4.862038106349714
30.597510917152476,130.08624013063198,59.02002744852048,Clay,Cloudy,Barley,2.5112075363869906
27.840632923085757,758.2631959290226,88.84001642553297,Sandy,Rainy,Corn,2.5946768710885717
16.682799299900978,24.58691645880151,45.536029666315784,Sandy,Cloudy,Corn,2.922902410445631
18.232574281892276,22.123551528997254,61.127421415597226,Silty,Sunny,Wheat,8.957450586749303
32.97108377054158,323.61021914954125,42.10123375857027,Clay,Stormy,Soybeans,5.777811406049635
27.1285811931918,488.64319040466575,76.99520603834651,Silty,Stormy,Soybeans,7.703058954757892
15.183941032332593,770.4074178077932,85.90382760995753,Clay,Cloudy,Wheat,5.143274684839146
17.02943085732064,683.2953766065052,54.00186647752447,Silty,Rainy,Soybeans,4.069687579325076
28.270035382161115,445.9027063767483,82.91708383995604,Sandy,Sunny,Rice,4.7775373404976955
15.101231676924375,273.62666628166585,54.610911523094885,Peaty,Rainy,Soybeans,8.353458762537468
18.216161028349973,997.1245001577112,85.53850808219576,Silty,Sunny,Soybeans,7.001729000251506
25.974675787331723,426.18130223597296,77.6980951798392,Clay,Cloudy,Wheat,9.501118239663217
28.837903953853864,451.38702432967546,80.24533884207193,Clay,Sunny,Barley,7.437638228614672
28.03922519005201,163.62382119166918,40.90032778002273,Sandy,Sunny,Soybeans,6.5614530540375515
19.485386189211198,794.8095487499294,88.1405178537013,Clay,Cloudy,Soybeans,6.881568071886676
29.24358442695072,693.6822257814887,76.33354960351616,Loamy,Rainy,Barley,9.538971515747317
19.744981749936002,220.76961278876038,55.23755476930667,Peaty,Cloudy,Wheat,8.305607438933649
21.507993963185356,82.3810456158427,81.46973324294234,Silty,Sunny,Barley,2.1923298989315025
29.92982810236048,680.4993020747131,54.0760599207465,Peaty,Cloudy,Wheat,6.273117569085578
27.992657980944294,654.5112142811353,83.6376919783064,Sandy,Sunny,Rice,7.506707292372519
31.98446820988356,273.2595269982093,45.62901952059685,Silty,Cloudy,Wheat,7.98958782751324
28.15225784600687,950.8635622504104,75.18429887303978,Silty,Stormy,Rice,3.7051369545114934
26.36617206670943,151.05789178090023,67.03492383224551,Loamy,Stormy,Rice,8.937418835610817
16.87349535656185,432.3348010426019,44.82672350977204,Sandy,Cloudy,Wheat,9.64674517740131
22.35431606118867,943.6159201675989,52.09469141294195,Clay,Rainy,Corn,3.893722446758958
20.30404735363451,419.7273169261223,40.62020181386574,Loamy,Sunny,Wheat,9.060923660137966
19.87979286758167,638.5259476640855,63.43839827322529,Loamy,Stormy,Soybeans,2.775830100128763
34.46021109504891,397.5943979627943,55.06326303800002,Peaty,Rainy,Soybeans,2.4456546889219615
22.861954493335208,274.21520234867,69.91787421488795,Peaty,Sunny,Corn,3.033790400821995
32.84093110354227,983.9776479598282,54.86189038543086,Peaty,Stormy,Rice,2.461928635736288
27.622772519945258,409.33400631504304,54.995955575349235,Loamy,Stormy,Corn,8.760097897246208
30.896226070832967,894.0992036791345,77.15965993658017,Clay,Cloudy,Soybeans,2.4724011556661756
25.052741862103844,229.95460589108617,42.40714179891767,Silty,Sunny,Corn,4.173313530909244
26.53807769252718,213.1047040250833,85.14474975959936,Peaty,Rainy,Wheat,2.830050748286851
24.850353876377277,31.13408288451136,82.61319371955906,Clay,Rainy,Corn,4.36337629051012
18.90485975596089,651.6668253758851,73.39023416132034,Sandy,Rainy,Rice,2.724475740807364
29.44904230523011,368.52634372376116,69.66107850536922,Peaty,Sunny,Wheat,7.344026005944112
20.615447248817116,864.3582498396371,84.61512490698262,Silty,Rainy,Barley,3.066614530740601
15.486319328629076,473.20990669155714,49.26650897643572,Sandy,Rainy,Soybeans,8.814767406711102
27.909445918143355,968.1934279147217,43.948458109541434,Sandy,Rainy,Soybeans,8.537528405813127
18.542213588140978,185.52551570312116,51.9755084954769,Silty,Cloudy,Corn,2.1092934837648754
33.80917168705828,868.6231679556108,79.72891393500952,Peaty,Cloudy,Wheat,9.165810844120916
34.07857154005175,776.5968527917418,41.733513336324165,Loamy,Sunny,Barley,2.2315545339469365
33.29728780440897,770.921844644052,69.14034175417449,Silty,Sunny,Wheat,3.917166279660453
22.403174005108887,844.7832281168877,89.7718758095655,Silty,Rainy,Soybeans,2.2591131022079605
15.309132330577349,761.0239909429989,82.78480469187697,Silty,Cloudy,Wheat,4.686747896314528
33.566371251754504,626.2203216314153,66.07228445217947,Sandy,Stormy,Barley,6.110932205706173
23.563682966346285,131.24487768238757,43.18204546433212,Clay,Stormy,Corn,8.373158952121106
34.33309638087339,32.526179491251916,81.5686757192855,Loamy,Rainy,Rice,4.703852403758689
34.272399541785056,920.8478478156868,69.94892540886053,Peaty,Rainy,Wheat,7.643920197384934
